Election Type,Election Date,Province / Territory,Constituency,First Name,Last Name,Political Party,Election Result
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Dartmouth—Cole Harbour,Michelle,Lindsay,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Dartmouth—Cole Harbour,Kevin,Payne,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Dartmouth—Cole Harbour,Rana,Zaman,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax,Katie,Campbell,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax,Cameron,Ells,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax,Andy,Fillmore,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax,B. Alexander,Hébert,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax,Jo-Ann,Roberts,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax,Lisa,Roberts,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax West,Lena Metlege,Diab,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax West,Eleanor,Humphries,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax West,Jonathan,Roberts,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax West,Kevin,Schulthies,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax West,Julie,Scott,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Halifax West,Richard Henryk,Zurawski,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Kings—Hants,Kody,Blois,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Kings—Hants,Steven,Ford,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Kings—Hants,Mark,Parent,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Kings—Hants,Sheila,Richardson,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Kings—Hants,Stephen,Schneider,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sackville—Preston—Chezzetcook,Jenna,Chisholm,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sackville—Preston—Chezzetcook,Angela,Conrad,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sackville—Preston—Chezzetcook,Anthony,Edmonds,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sackville—Preston—Chezzetcook,Earl,Gosse,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sackville—Preston—Chezzetcook,Darrell,Samson,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Nova Scotia,South Shore—St. Margarets,Olivia,Dorey,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,South Shore—St. Margarets,Bernadette,Jordan,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,South Shore—St. Margarets,Richard,Perkins,Conservative Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Nova Scotia,South Shore—St. Margarets,Thomas,Trappenberg,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sydney—Victoria,Ronald Angus,Barron,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sydney—Victoria,Jaime,Battiste,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sydney—Victoria,Ashley,Boisvert,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sydney—Victoria,Mark,Embrett,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sydney—Victoria,Ralph Edward,Orrell,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,Sydney—Victoria,Jeffery,Ward,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,West Nova,Cheryl,Burbidge,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,West Nova,Alxys,Chamberlain,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nova Scotia,West Nova,Chris,d'Entremont,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Nova Scotia,West Nova,Scott,Spidle,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nunavut,Nunavut,Patricia Jane,Angnakak,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Nunavut,Nunavut,Lori,Idlout,New Democratic Party,Elected
General Election,2021-09-20 12:00:00 AM,Nunavut,Nunavut,Laura,Mackenzie,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ajax,Mohammad,Awan,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ajax,Mark,Holland,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Ajax,Monique,Hughes,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Ajax,Leigh,Paulseth,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Algoma—Manitoulin—Kapuskasing,Clarence,Baarda,Christian Heritage Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Algoma—Manitoulin—Kapuskasing,Carol,Hughes,New Democratic Party,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Algoma—Manitoulin—Kapuskasing,Harry,Jaaskelainen,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Algoma—Manitoulin—Kapuskasing,Norman James Duke,Peltier,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Algoma—Manitoulin—Kapuskasing,John,Sagman,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Algoma—Manitoulin—Kapuskasing,Stephen,Zimmermann,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Aurora—Oak Ridges—Richmond Hill,Leona,Alleslev,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Aurora—Oak Ridges—Richmond Hill,Janice,Hagan,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Aurora—Oak Ridges—Richmond Hill,Serge,Korovitsyn,Libertarian Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Aurora—Oak Ridges—Richmond Hill,Anthony,Siskos,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Aurora—Oak Ridges—Richmond Hill,Leah,Taylor Roy,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Barrie—Innisfil,Corrado,Brancato,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Barrie—Innisfil,John,Brassard,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Barrie—Innisfil,Aleesha,Gostkowski,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Barrie—Innisfil,Lisa-Marie,Wilson,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Barrie—Springwater—Oro-Medonte,Sarah,Lochhead,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Barrie—Springwater—Oro-Medonte,Tanya,Saari,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Barrie—Springwater—Oro-Medonte,Doug,Shipley,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Barrie—Springwater—Oro-Medonte,Christopher,Webb,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bay of Quinte,Stephanie,Bell,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bay of Quinte,Erica,Charlton,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bay of Quinte,Neil,Ellis,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bay of Quinte,Janine,LeClerc,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bay of Quinte,Ryan,Williams,Conservative Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Beaches—East York,Reuben,DeBoer,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Beaches—East York,Nathaniel,Erskine-Smith,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Beaches—East York,Philip,Fernandez,Marxist-Leninist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Beaches—East York,Jennifer,Moxon,Communist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Beaches—East York,Radu,Rautescu,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Beaches—East York,Lisa,Robinson,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Beaches—East York,Alejandra,Ruiz Vargas,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Beaches—East York,Karen Lee,Wilde,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton Centre,Shafqat,Ali,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton Centre,James,McDowell,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton Centre,Ronni,Shino,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton Centre,Jagdeep,Singh,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton East,Navalkishore,Bajaj,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton East,Gail,Bannister-Clarke,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton East,Manjeet,Matharoo,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton East,Maninder,Sidhu,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton North,Medha,Joshi,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton North,Ruby,Sahota,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton North,Teresa,Yeh,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton South,Ramandeep,Brar,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton South,Nicholas,Craniotis,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton South,Sonia,Sidhu,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton South,Tejinder,Singh,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton West,Jermaine,Chambers,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton West,Gurprit,Gill,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton West,Kamal,Khera,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton West,Sivakumar,Ramasamy,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brampton West,Rahul Samuel,Zia,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brantford—Brant,Leslie,Bory,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brantford—Brant,Larry,Brock,Conservative Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Brantford—Brant,Karleigh,Csordas,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brantford—Brant,Alison,Macdonald,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brantford—Brant,Adrienne,Roberts,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brantford—Brant,Dallas,Squire,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Brantford—Brant,John,Turmel,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bruce—Grey—Owen Sound,Anna-Marie,Fosbrooke,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bruce—Grey—Owen Sound,Reima,Kaikkonen,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bruce—Grey—Owen Sound,Ashley,Lawrence,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bruce—Grey—Owen Sound,Christopher,Neudorf,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Bruce—Grey—Owen Sound,Alex,Ruff,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Bruce—Grey—Owen Sound,Anne Marie,Watson,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Burlington,Michael,Bator,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Burlington,Emily,Brown,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Burlington,Jevin,Carroll,Parti Rhinocéros Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Burlington,Christian,Cullis,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Burlington,Karina,Gould,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Burlington,Nick,Page,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Cambridge,Michele,Braniff,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Cambridge,Lorne,Bruce,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Cambridge,Connie,Cody,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Cambridge,Bryan,May,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Cambridge,Magdalene,Segounis,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Carleton,Peter,Crawley,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Carleton,Nira,Dookeran,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Carleton,Kevin,Hua,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Carleton,Pierre,Poilievre,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Carleton,Gustave,Roy,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Chatham-Kent—Leamington,Dave,Epp,Conservative Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Chatham-Kent—Leamington,Daniel,Gelinas,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Chatham-Kent—Leamington,Gregory,Hetherington,Liberal Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Chatham-Kent—Leamington,Elizabeth,Vallee,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Chatham-Kent—Leamington,Mark,Vercouteren,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Davenport,Alejandra,Bravo,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Davenport,Adrian,Currie,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Davenport,Tara,Dos Remedios,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Davenport,Julie,Dzerowicz,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Davenport,Chaitanya,Kalevar,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Davenport,Jenny,Kalimbet,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Davenport,Troy,Young,Independent,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley East,Michael,Coteau,Liberal Party of Canada,Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley East,Peter,De Marco,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley East,Simon,Topp,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley East,Penelope,Williams,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley North,Han,Dong,Liberal Party of Canada,Re-Elected
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley North,Alan,Griffin,New Democratic Party,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley North,Jay,Sobel,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley North,Natalie,Telfer,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley North,Sabrina,Zuniga,Conservative Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley West,Elvira,Caputolan,Green Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley West,Adil,Khan,Centrist Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley West,Michael,Minas,People's Party of Canada,Defeated
General Election,2021-09-20 12:00:00 AM,Ontario,Don Valley West,Robert,Oliphant,Liberal Party of Canada,Re-Elected
